c1;aboriginal community;NA;Aborigine-Gemeinschaft;NA;communauté autochtone;NA;comunità aborigena;NA
c2;aboriginal people;NA;Urbevölkerung;NA;peuple autochtone;NA;popolo aborigeno;NA
c3;afforestation;NA;Aufforstung;NA;boisement;NA;imboschimento;NA
c4;agricultural expansion;NA;Ausweitung der Landwirtschaft;NA;expansion agricole;NA;espansione agricola;NA
c5;agricultural intensification;NA;Intensivierung der Landwirtschaft;NA;intensification agricole;NA;intensificazione agricola;NA
c6;agricultural land;NA;landwirtschaftliche Flächen;NA;terres agricoles;NA;terreno agricolo;NA
c7;agrobiodiversity;NA;Agrobiodiversität;NA;agrobiodiversité;NA;agrobiodiversità;NA
c8;alien plant;NA;gebietsfremde Pflanze;NA;plante extraterrestre;NA;pianta aliena;NA
c9;alien species;NA;gebietsfremde Arten;NA;espèces exotiques;NA;specie aliene;NA
c10;alpine;NA;Alpen;NA;alpine;NA;alpino;NA
c11;arable land;NA;Ackerland;NA;terres arables;NA;terra arabile;NA
c12;arboriculture;NA;Arborikultur;NA;arboriculture;NA;arboricoltura;NA
c13;aridification;NA;Aridifizierung;NA;aridification;NA;aridificazione;NA
c14;ash pit;NA;Ascheplatz;NA;fosse à cendres;NA;fossa di frassino;NA
c15;assisted natural regeneration;NA;unterstützte Naturverjüngung;NA;régénération naturelle assistée;NA;rigenerazione naturale assistita;NA
c16;biodiversity;NA;biologische Vielfalt;NA;biodiversité;NA;biodiversità;NA
c17;biodiversity conservation;NA;Erhaltung der biologischen Vielfalt;NA;conservation de la biodiversité;NA;conservazione della biodiversità;NA
c18;biodiversity decline;NA;Rückgang der biologischen Vielfalt;NA;déclin de la biodiversité;NA;declino della biodiversità;NA
c19;biodiversity loss;NA;Verlust der biologischen Vielfalt;NA;perte de biodiversité;NA;perdita di biodiversità;NA
c20;biological diversity;NA;biologische Vielfalt;NA;diversité biologique;NA;diversità biologica;NA
c21;biological invasion;NA;biologische Invasion;NA;invasion biologique;NA;invasione biologica;NA
c22;biological pollution;NA;Biologische Verschmutzung;NA;pollution biologique;NA;inquinamento biologico;NA
c23;biotic homogenization;NA;Biotische Homogenisierung;NA;homogénéisation biotique;NA;omogeneizzazione biotica;NA
c24;coastal wetland;NA;Feuchtgebiet an der Küste;NA;zone humide côtière;NA;zona umida costiera;NA
c25;conifer species;NA;Nadelbaumarten;NA;espèces de conifères;NA;specie di conifere;NA
c26;conifers;NA;Nadelbäume;NA;conifères;NA;conifere;NA
c27;cropland expansion;NA;Ausweitung der Anbauflächen;NA;expansion des terres cultivées;NA;espansione dei terreni coltivati;NA
c28;cultivated land;NA;kultiviertes Land;NA;terre cultivée;NA;terra coltivata;NA
c29;deforestation;NA;Abholzung;NA;déforestation;NA;deforestazione;NA
c30;desertification;NA;Wüstenbildung;NA;désertification;NA;desertificazione;NA
c31;desertified land;NA;verödetes Land;NA;terres désertifiées;NA;terra desertificata;NA
c32;dryland;NA;Trockenland;NA;terres arides;NA;terreni aridi;NA
c33;dryland degradation;NA;Degradierung von Trockengebieten;NA;dégradation des terres arides;NA;degradazione delle terre aride;NA
c34;dryland farming;NA;Trockenlandwirtschaft;NA;agriculture en zone aride;NA;agricoltura a secco;NA
c35;ecological integrity;NA;ökologische Integrität;NA;intégrité écologique;NA;integrità ecologica;NA
c36;ecological restoration;NA;ökologische Wiederherstellung;NA;restauration de l'environnement;NA;restauro ecologico;NA
c37;ecological thinning;NA;Ökologische Durchforstung;NA;amincissement écologique;NA;diradamento ecologico;NA
