c1;access to banking;NA;Zugang zu Bankdienstleistungen;NA;accès aux services bancaires;NA;accesso alle banche;NA
c2;access to financial service;NA;Zugang zu Finanzdienstleistungen;NA;accès aux services financiers;NA;accesso al servizio finanziario;NA
c3;access to insurance service;NA;Zugang zu Versicherungsdienstleistungen;NA;accès aux services d'assurance;NA;accesso al servizio assicurativo;NA
c4;added worker effect;NA;Effekt der zusätzlichen Arbeitskräfte;NA;effet du travailleur supplémentaire;NA;effetto lavoratore aggiunto;NA
c5;aid for trade;NA;Beihilfen für den Handel;NA;aide au commerce;NA;aiuto al commercio;NA
c6;air pollution;NA;Luftverschmutzung;NA;pollution atmosphérique;NA;inquinamento atmosferico;NA
c7;annual growth rate;NA;jährliche Wachstumsrate;NA;taux de croissance annuel;NA;tasso di crescita annuale;NA
c8;balance sheet recession;NA;bilanzielle Rezession;NA;récession du bilan;NA;recessione di bilancio;NA
c9;carbon emissions;NA;Kohlenstoffemissionen;NA;émissions de carbone;NA;emissioni di carbonio;NA
c10;child labour;NA;Kinderarbeit;NA;travail des enfants;NA;lavoro minorile;NA
c11;child slavery;NA;Kindersklaverei;NA;esclavage des enfants;NA;schiavitù infantile;NA
c12;child trafficking;NA;Kinderhandel;NA;trafic d'enfants;NA;traffico di bambini;NA
c13;child work;NA;Kinderarbeit;NA;travail des enfants;NA;lavoro minorile;NA
c14;climate change;NA;klimawandel;NA;changement climatique;NA;cambiamento climatico;NA
c15;co2 emissions;NA;co2-Emissionen;NA;émissions de co2;NA;emissioni di co2;NA
c16;debt bondage;NA;Schuldknechtschaft;NA;dette d'ass asservissement;NA;schiavitù del debito;NA
c17;decent job creation;NA;Schaffung menschenwürdiger Arbeitsplätze;NA;création d'emplois décents;NA;creazione di lavoro dignitoso;NA
c18;decent work;NA;menschenwürdige Arbeit;NA;travail décent;NA;lavoro dignitoso;NA
c19;deforestation;NA;Abholzung;NA;déforestation;NA;deforestazione;NA
c20;dependency ratio;NA;Abhängigkeitsverhältnis;NA;taux de dépendance;NA;indice di dipendenza;NA
c21;discouraged worker;NA;entmutigte Arbeitnehmer;NA;travailleur découragé;NA;lavoratore scoraggiato;NA
c22;disequilibrium macroeconomics;NA;Makroökonomie des Ungleichgewichts;NA;macroéconomie de déséquilibre;NA;macroeconomia del disequilibrio;NA
c23;dislocated worker funding;NA;Finanzierung von dislozierten Arbeitnehmern;NA;financement des travailleurs déplacés;NA;finanziamento dei lavoratori dislocati;NA
c24;ecological footprint;NA;ökologischer Fußabdruck;NA;empreinte écologique;NA;impronta ecologica;NA
c25;economic development;NA;wirtschaftliche Entwicklung;NA;développement économique;NA;sviluppo economico;NA
c26;economic diversification;NA;wirtschaftliche Diversifizierung;NA;diversification économique;NA;diversificazione economica;NA
c27;economic growth;NA;wirtschaftliches Wachstum;NA;croissance économique;NA;crescita economica;NA
c28;economic performance;NA;Wirtschaftsleistung;NA;performance économique;NA;performance economica;NA
c29;economic policy;NA;Wirtschaftspolitik;NA;politique économique;NA;politica economica;NA
c30;economic productivity;NA;wirtschaftliche Produktivität;NA;productivité économique;NA;produttività economica;NA
c31;economic stagnation;NA;wirtschaftliche Stagnation;NA;stagnation économique;NA;stagnazione economica;NA
c32;ecotourism;NA;Ökotourismus;NA;écotourisme;NA;ecoturismo;NA
c33;employment discrimination;NA;Diskriminierung bei der Beschäftigung;NA;discrimination en matière d'emploi;NA;discriminazione occupazionale;NA
c34;employment programme;NA;Beschäftigungsprogramm;NA;programme pour l'emploi;NA;programma per l'occupazione;NA
c35;employment protection legislation;NA;Gesetzgebung zum Schutz der Beschäftigung;NA;législation de protection de l'emploi;NA;legislazione di protezione dell'occupazione;NA
c36;employment rate;NA;Beschäftigungsquote;NA;taux d'emploi;NA;tasso di occupazione;NA
c37;employment-to-population ratio;NA;Verhältnis zwischen Beschäftigung und Bevölkerung;NA;rapport emploi/population;NA;rapporto occupazione-popolazione;NA
c38;entrepreneurship education;NA;Erziehung zum Unternehmertum;NA;éducation à l'esprit d'entreprise;NA;educazione all'imprenditorialità;NA
c39;environmental damage;NA;Umweltschäden;NA;dégradation de l'environnement;NA;danno ambientale;NA
c40;environmental degradation;NA;Umweltzerstörung;NA;dégradation de l'environnement;NA;degrado ambientale;NA
c41;environmental impact;NA;Umweltauswirkungen;NA;impact environnemental;NA;impatto ambientale;NA
c42;environmental issue;NA;Umweltproblem;NA;d de l'environnement;NA;questione ambientale;NA
c43;environmental policies;NA;Umweltpolitik;NA;politique de l'environnement;NA;politiche ambientali;NA
c44;environmental pollution;NA;Umweltverschmutzung;NA;pollution environnementale;NA;inquinamento ambientale;NA
c45;environmental problem;NA;Umweltproblem;NA;problème d'environnement;NA;problema ambientale;NA
c46;equal employment opportunity commission;NA;Kommission für Chancengleichheit am Arbeitsplatz;NA;commission de l'égalité des chances en matière d'emploi;NA;commissione pari opportunità di lavoro;NA
c47;equal pay day;NA;Tag der Lohngleichheit;NA;égalité de rémunération;NA;giornata della parità di retribuzione;NA
c48;equal pay for equal work;NA;Gleicher Lohn für gleiche Arbeit;NA;égalité de rémunération à travail égal;NA;pari retribuzione per pari lavoro;NA
c49;equal remuneration convention;NA;Übereinkommen über gleiches Entgelt;NA;convention sur l'égalité de rémunération;NA;convenzione sulla parità di retribuzione;NA
c50;ethnic penalty;NA;ethnische Strafe;NA;pénalité ethnique;NA;pena etnica;NA
c51;farm work;NA;landwirtschaftliche Arbeit;NA;travail agricole;NA;lavoro agricolo;NA
c52;fatality;NA;Todesfälle;NA;fatalité;NA;fatalità;NA
c53;financial development;NA;Finanzielle Entwicklung;NA;développement financier;NA;sviluppo finanziario;NA
c54;financial independence;NA;Finanzielle Unabhängigkeit;NA;indépendance financière;NA;indipendenza finanziaria;NA
c55;forced labour;NA;Zwangsarbeit;NA;travail forcé;NA;lavoro forzato;NA
c56;foreign worker;NA;Fremdarbeiter;NA;travailleur étranger;NA;lavoratore straniero;NA
c57;forest degradation;NA;Waldzerstörung;NA;dégradation de la dégradation de la forêt;NA;degrado della foresta;NA
c58;formal employment;NA;formale Beschäftigung;NA;emploi formel;NA;occupazione formale;NA
c59;fossil fuel;NA;fossile Brennstoffe;NA;combustible fossile;NA;combustibile fossile;NA
c60;fossil fuels;NA;Fossile Brennstoffe;NA;combustibles fossiles;NA;combustibili fossili;NA
c61;gay wage gap;NA;Lohnunterschied zwischen Schwulen und Lesben;NA;écart salarial gay;NA;divario salariale gay;NA
c62;gdp growth;NA;gdp-wachstum;NA;croissance du PIB;NA;crescita del pil;NA
c63;gender pay gap;NA;geschlechtsspezifisches Lohngefälle;NA;écart salarial entre hommes et femmes;NA;divario salariale di genere;NA
c64;ghg emission;NA;Treibhausgasemissionen;NA;émission de gaz à effet de serre;NA;emissione di ghg;NA
c65;glass ceiling;NA;gläserne Decke;NA;plafond de verre;NA;soffitto di vetro;NA
c66;global jobs pact;NA;Globaler Beschäftigungspakt;NA;pacte mondial pour l'emploi;NA;patto globale per il lavoro;NA
c67;global retirement index;NA;Globaler Rentenindex;NA;indice global de retraite;NA;indice di pensionamento globale;NA
c68;global warming;NA;Globale Erwärmung;NA;réchauffement climatique;NA;riscaldamento globale;NA
c69;government policy;NA;Regierungspolitik;NA;politique gouvernementale;NA;politica del governo;NA
c70;greenhouse gas emission;NA;Treibhausgasemissionen;NA;émission de gaz à effet de serre;NA;emissione di gas serra;NA
c71;growth recession;NA;Wachstum Rezession;NA;croissance récession;NA;crescita recessione;NA
c72;human trafficking;NA;Menschenhandel;NA;trafic d'êtres humains;NA;traffico di esseri umani;NA
c73;human well-being;NA;menschliches Wohlbefinden;NA;bien-être humain;NA;benessere umano;NA
c74;immigrant worker;NA;Arbeitsmigranten;NA;travailleur immigrant;NA;lavoratore immigrato;NA
c75;inclusive growth;NA;integratives Wachstum;NA;croissance inclusive;NA;crescita inclusiva;NA
c76;income inequality;NA;Einkommensungleichheit;NA;inég inég inégalité des revenus;NA;disuguaglianza di reddito;NA
c77;informal economy;NA;informelle Wirtschaft;NA;économie informelle;NA;economia informale;NA
c78;informal employment;NA;informelle Beschäftigung;NA;emploi informel;NA;occupazione informale;NA
c79;informal sector;NA;informeller Sektor;NA;secteur informel;NA;settore informale;NA
c80;injury;NA;Verletzungen;NA;blessure;NA;infortunio;NA
c81;innovation policy;NA;Innovationspolitik;NA;politique d'innovation;NA;politica dell'innovazione;NA
c82;international labour organisation;NA;Internationale Arbeitsorganisation;NA;organisation internationale du travail;NA;organizzazione internazionale del lavoro;NA
c83;job;NA;Arbeitsplatz;NA;emploi;NA;lavoro;NA
c84;job creation;NA;Schaffung von Arbeitsplätzen;NA;Création d'emploi;NA;creazione di posti di lavoro;NA
c85;jobless claims;NA;Arbeitslosmeldungen;NA;demande d'emploi;NA;richieste di lavoro senza lavoro;NA
c86;jobless recovery;NA;Erholung der Arbeitslosigkeit;NA;reprise du chômage;NA;recupero dei disoccupati;NA
c87;joblessness;NA;Arbeitslosigkeit;NA;chômage;NA;disoccupazione;NA
c88;labour convention;NA;Arbeitsübereinkommen;NA;convention du travail;NA;convenzione sul lavoro;NA
c89;labour discrimination;NA;Diskriminierung am Arbeitsplatz;NA;discrimination du travail;NA;discriminazione sul lavoro;NA
c90;labour exploitation;NA;Ausbeutung von Arbeitskräften;NA;exploitation du travail;NA;sfruttamento del lavoro;NA
c91;labour force;NA;Arbeitskräfte;NA;force de travail;NA;forza lavoro;NA
c92;labour law;NA;Arbeitsrecht;NA;droit du travail;NA;diritto del lavoro;NA
c93;labour market area;NA;Arbeitsmarktbereich;NA;politique du marché du travail;NA;area del mercato del lavoro;NA
c94;labour market policy;NA;Arbeitsmarktpolitik;NA;politique du marché du travail;NA;politica del mercato del lavoro;NA
c95;labour migrant;NA;Arbeitsmigranten;NA;travailleur migrant;NA;lavoro migrante;NA
c96;labour migrants;NA;Arbeitsmigranten;NA;travailleurs migrants;NA;migranti del lavoro;NA
c97;labour migration;NA;Arbeitsmigration;NA;migration du travail;NA;migrazione del lavoro;NA
c98;labour right;NA;Arbeitsrecht;NA;droit du travail;NA;diritto del lavoro;NA
c99;labour standard;NA;Arbeitsnorm;NA;norme du travail;NA;standard di lavoro;NA
c100;mandatory retirement;NA;Zwangsverrentung;NA;retraite obligatoire;NA;pensionamento obbligatorio;NA
c101;material footprint;NA;materieller Fußabdruck;NA;empreinte matérielle;NA;impronta materiale;NA
c102;migrant worker;NA;Wanderarbeiter;NA;travailleur migrant;NA;lavoratore migrante;NA
c103;minimum wage;NA;Mindestlohn;NA;salaire minimum;NA;salario minimo;NA
c104;natural resource;NA;natürliche Ressource;NA;ressource naturelle;NA;risorsa naturale;NA
c105;occupational accident;NA;Arbeitsunfall;NA;accident du travail;NA;incidente sul lavoro;NA
c106;occupational disease;NA;Berufskrankheit;NA;maladie professionnelle;NA;malattia professionale;NA
c107;occupational fatality;NA;Berufsbedingte Todesfälle;NA;mortalité professionnelle;NA;infortunio sul lavoro;NA
c108;occupational injury;NA;Arbeitsunfall;NA;maladie professionnelle;NA;infortunio sul lavoro;NA
c109;occupational sexism;NA;Sexismus am Arbeitsplatz;NA;sexisme professionnel;NA;sessismo professionale;NA
c110;outplacement;NA;Outplacement;NA;outplacement;NA;ricollocamento;NA
c111;overqualification;NA;Überqualifizierung;NA;surqualification;NA;sovraqualificazione;NA
c112;paid work;NA;bezahlte Arbeit;NA;travail rémunéré;NA;lavoro retribuito;NA
c113;policy;NA;Politik;NA;politique;NA;politica;NA
c114;policy change;NA;Politikwechsel;NA;changement de politique;NA;cambiamento di politica;NA
c115;policy instrument;NA;politisches Instrument;NA;instrument de politique;NA;strumento politico;NA
c116;policy measure;NA;politische Maßnahme;NA;mesure politique;NA;misura politica;NA
c117;pollution;NA;Umweltverschmutzung;NA;pollution;NA;inquinamento;NA
c118;productivity growth;NA;Produktivitätswachstum;NA;croissance de la productivité;NA;crescita della produttività;NA
c119;public policy;NA;öffentliche Politik;NA;politique publique;NA;politica pubblica;NA
c120;reassignment centres;NA;Umwidmungszentren;NA;centres de réaffectation;NA;centri di riassegnazione;NA
c121;recession;NA;Rezession;NA;récession;NA;recessione;NA
c122;retirement age;NA;Rentenalter;NA;âge de la retraite;NA;età pensionabile;NA
c123;sex trafficking;NA;Sexhandel;NA;trafic sexuel;NA;traffico di sesso;NA
c124;slavery;NA;Sklaverei;NA;esclavage;NA;schiavitù;NA
