c1;aerobic granular reactor;NA;aerober Granulatreaktor;NA;réacteur granulaire aérobie;NA;reattore granulare aerobico;NA
c2;appliance recycling;NA;Geräterecycling;NA;recyclage d'appareils;NA;riciclaggio di apparecchi;NA
c3;automotive shredder residue;NA;Schredderrückstände aus der Automobilindustrie;NA;résidus de broyage d'automobiles;NA;residuo di frantumazione automobilistica;NA
c4;bioconversion;NA;Biokonversion;NA;bioconversion;NA;bioconversione;NA
c5;biodegradability prediction;NA;Vorhersage der biologischen Abbaubarkeit;NA;prédiction de la biodégradabilité;NA;previsione di biodegradabilità;NA
c6;biodegradable bag;NA;biologisch abbaubarer Beutel;NA;sac biodégradable;NA;borsa biodegradabile;NA
c7;biodrying;NA;Biologische Trocknung;NA;biodessiccation;NA;bioessiccazione;NA
c8;bioreactor landfill;NA;Bioreaktor-Deponie;NA;bioréacteur de décharge;NA;bioreattore discarica;NA
c9;biotic material;NA;biotisches Material;NA;matière biotique;NA;materiale biotico;NA
c10;biowaste;NA;Bioabfall;NA;biodéchets;NA;biowaste;NA
c11;brown waste;NA;Brauner Abfall;NA;déchets bruns;NA;rifiuto marrone;NA
c12;built-in obsolescence;NA;eingebaute Obsoleszenz;NA;obsolescence intégrée;NA;obsolescenza incorporata;NA
c13;by-product;NA;Nebenerzeugnis;NA;sous-produit;NA;sottoprodotto;NA
c14;capital accumulation;NA;Kapitalakkumulation;NA;accumulation de capital;NA;accumulo di capitale;NA
c15;carbon footprint;NA;Kohlenstoff-Fußabdruck;NA;empreinte carbone;NA;impronta di carbonio;NA
c16;carbon-to-nitrogen ratio;NA;Kohlenstoff-Stickstoff-Verhältnis;NA;rapport carbone/azote;NA;rapporto carbonio-azoto;NA
c17;circular economy;NA;Kreislaufwirtschaft;NA;économie circulaire;NA;economia circolare;NA
c18;closing the loop;NA;Schließung des Kreislaufs;NA;fermeture de la boucle;NA;chiudere il cerchio;NA
c19;clothing swap;NA;Kleidertausch;NA;échange de vêtements;NA;scambio di vestiti;NA
c20;community-based tourism;NA;gemeindebasierter Tourismus;NA;tourisme communautaire;NA;turismo comunitario;NA
c21;component obsolescence;NA;Obsoleszenz von Bauteilen;NA;obsolescence des composants;NA;obsolescenza dei componenti;NA
c22;compost;NA;Kompost;NA;compost;NA;compost;NA
c23;compost heater;NA;Kompostheizung;NA;chauffage au compost;NA;stufa a compost;NA
c24;compost pile;NA;Komposthaufen;NA;pile de compost;NA;pila di compost;NA
c25;composting toilet;NA;Komposttoilette;NA;toilettes à compostage;NA;toilette a compostaggio;NA
c26;conspicuous consumption;NA;auffälliger Konsum;NA;consommation ostentatoire;NA;consumo cospicuo;NA
c27;consumer level;NA;Konsumniveau;NA;niveau de consommation;NA;livello del consumatore;NA
c28;consumerism;NA;Konsumverhalten;NA;consommation;NA;consumismo;NA
c29;consumption;NA;Verbrauch;NA;consommation;NA;consumo;NA
c30;container-deposit legislation;NA;Container-Pfand-Gesetzgebung;NA;législation en matière d'emballages;NA;legislazione sul deposito dei contenitori;NA
c31;decarbonisation;NA;Entkarbonisierung;NA;décarbonisation;NA;decarbonizzazione;NA
c32;deinking;NA;Deinking;NA;désencrage;NA;deinking;NA
c33;deposit-refund system;NA;Pfand-Rückerstattungssystem;NA;système de dépôt-remboursement;NA;sistema di deposito-rimborso;NA
c34;dignity labour;NA;menschenwürdige Arbeit;NA;dignité du travail;NA;dignità del lavoro;NA
c35;disposable food packaging;NA;Einwegverpackungen für Lebensmittel;NA;emballages alimentaires jetables;NA;imballaggi alimentari usa e getta;NA
c36;downcycling;NA;Downcycling;NA;downcycling;NA;downcycling;NA
c37;eco hotel;NA;Öko-Hotel;NA;hôtel écologique;NA;eco hotel;NA
c38;ecobrick;NA;Ökobrick;NA;ecobrick;NA;ecobrick;NA
c39;ecological footprint;NA;ökologischer Fußabdruck;NA;empreinte écologique;NA;impronta ecologica;NA
c40;ecotourism;NA;Ökotourismus;NA;écotourisme;NA;ecoturismo;NA
c41;efficient use resource;NA;effiziente Nutzung von Ressourcen;NA;utilisation efficace des ressources;NA;uso efficiente delle risorse;NA
c42;end of life vehicles directive;NA;Altauto-Richtlinie;NA;directive sur les véhicules hors d'usage;NA;direttiva sui veicoli a fine vita;NA
c43;environmental impact of paper;NA;Umweltauswirkungen von Papier;NA;impact environnemental du papier;NA;impatto ambientale della carta;NA
c44;ethical consumption;NA;Ethischer Konsum;NA;consommation éthique;NA;consumo etico;NA
c45;exploitation of labour;NA;Ausbeutung von Arbeitskräften;NA;exploitation du travail;NA;sfruttamento del lavoro;NA
c46;first mile;NA;erste Meile;NA;premier kilomètre;NA;primo miglio;NA
c47;food loss;NA;Lebensmittelverluste;NA;perte de nourriture;NA;perdita di cibo;NA
c48;food rotation system;NA;System der Lebensmittelrotation;NA;système de rotation des aliments;NA;sistema di rotazione degli alimenti;NA
c49;food spoilage;NA;Verderb von Lebensmitteln;NA;perte de nourriture;NA;deperimento del cibo;NA
